Id,No_REG,event_date,Y,Season,Y-M,cod_mun,Dep,Prov,Mun,Comun,N_comun,p_afect,f_afect,Hec_agr,N_cattle,days,POBLACION,MacroRegID,MacroReg
"9772",2010-00335,30/07/2010,"2010",JJA,Jul-2010,"70706",Santa Cruz,Cordillera,Camiri,"Yobatindi, Rodeo, Pipi Santa Rita, Pipi Parirenda, Pipi Itiyuro, Guasigua Bajo, Cañon de Segura, Urundayti, Piedritas, Alto Camiri, Planta de Gas, Yuti, Itakise, Imbochi, Guapoy, Puente Viejo, Guirarapo, Itanambikua","18","3360","672",0,0,"30",33838,"5",Chaco
"9773",2010-00336,30/07/2010,"2010",JJA,Jul-2010,"70706",Santa Cruz,Cordillera,Camiri,"Guasuigua Cruce, Imbochi","2","325","65",624,0,"15",33838,"5",Chaco
"9774",2010-00337,30/07/2010,"2010",JJA,Jul-2010,"70706",Santa Cruz,Cordillera,Camiri,"Itanambicua, Itakise, Yuti, Piedritas, Urundaity, Alto Camiri, Puente Viejo, Cuatro Vientos","8","1030","206",281775,0,"80",33838,"5",Chaco
"9775",2010-00338,30/07/2010,"2010",JJA,Jul-2010,"70702",Santa Cruz,Cordillera,Charagua,"Distrito Isoso, Karapari, Kopere Guasu, Kapeatindi, Mini Brecha, Yuqui, San Silvestre, Tamane, Paraboca, Coropo, José Ventana, Distrito Charagua Norte, Piriti, Caipepe, Chorrito Alto, Chorrito Bajo, Caraguatati, Guirapucuti, Tacuarembo, San Lorenzo, Taput","32","3305","661",4600,0,"80",32186,"5",Chaco
"9776",2010-00339,30/07/2010,"2010",JJA,Jul-2010,"70704",Santa Cruz,Cordillera,Cuevo,"El Arenal, Timboirenda, Kapirenda, Tartagalito, Papeti, Salinas, Huaraca, Itaciatia, Mandiyuti, Carapari Alto y Bajo, Ibicuati, Karahuatarenda, Itaquise, Cuevo","15","2325","465",0,0,"30",5052,"5",Chaco
"9777",2010-00340,30/07/2010,"2010",JJA,Jul-2010,"70705",Santa Cruz,Cordillera,Gutiérrez,Varias comunidades,"-1","3560","712",4087,0,"80",12273,"5",Chaco
"9778",2010-00341,30/07/2010,"2010",JJA,Jul-2010,"70701",Santa Cruz,Cordillera,Lagunillas,"Capuco, La Peña, El Villarcito, Sindicato Agrario 25 de Abril, Ñancahuazu, Sindicato 1ro de Mayo, Sindicato Agrario Ipati, Agua Grande, Terrazas, Los Pozos, Quiriquirigua, Irenda Carretera.","12","1390","278",1112,0,"80",5366,"5",Chaco
"9779",2010-00342,30/07/2010,"2010",JJA,Jul-2010,"60601",Tarija,Burnet O´Connor,Entre Rios (La Moreta),"Ibopeiti, Palos Blancos, Lagunillas, Villa Mercedes, Alto los Zarzos, Yumbia, Kumandaroti, Cañadas, Ivoca, Alto Iypaguazu, Yuati, Barety, Tacuarandy, Suaruro, San Francisco, Tomatirenda, Morteritos, Tabasay, Cahuarina, Choroquetiao, Las Huertas, El Tambo,","44","13790","2758",0,0,"30",21991,"5",Chaco
"9780",2010-00343,30/07/2010,"2010",JJA,Jul-2010,"60303",Tarija,Gran Chaco,Villamontes,"Ipà, Tarairi, Iguembe, Puesto Garcia, Lagunitas, Caiguami, Tahiguaty Apg., Tahicuaty Otb, Tiguipa Estacion, La Vertiente, Chimeo Apg, Chimeo, Caiguami, Puesto Garcia Apg, La Costa, Puesto Uno.","15","3320","664",2656,0,"80",39867,"5",Chaco
"9781",2010-00344,30/07/2010,"2010",JJA,Jul-2010,"60301",Tarija,Gran Chaco,Yacuiba,"Sanandita Viejo,  Yatebute, Quinchau, Timboy, Palmar Grande, Sunchal, Las Abras, Los Sotos, Guazurenda Apg, Sunchal Apg, Tembipe Apg, Timboy La Brecha Apg, Sotos La Vertiente, Sachapera, Yaguacua, Villa Primavera, Sanandita, El Chorro, Palmitos Timboy, Pa","32","8120","1624",6496,0,"80",92245,"5",Chaco
"9782",2010-00345,01/08/2010,"2010",JJA,Aug-2010,"20303",La Paz,Pacajes,Calacoto,"Chacoya Playa Vinto, Machacamarca, Chacolla Laguna, Contorno Ulloma, Tanapaca Chaqueña, Tanapaca Wiriscata,  Pichaca Cachuru, Pichaka Okoruro, Tacagua 1ra, Tatagua 2da Zona","10","2775","555",416,0,"60",9879,"7",Altiplano
"9796",2010-00359,15/08/2010,"2010",JJA,Aug-2010,"21803",La Paz,Gualberto Villarroel,Chacarilla,"Rosa Pata, Chojñacota, T'ula Ñusata, San Juan Pacollo, Pto Aroma, Alto Unido, Jisk'a Palka, San Juanillo, Pampa Brava, Taruhutani, Laramuta, Chucuma","12","3855","771",1150,27000,"30",2004,"7",Altiplano
"9797",2010-00360,15/08/2010,"2010",JJA,Aug-2010,"20402",La Paz,Eliodoro Camacho,Mocomoco,"Machaca Marca, Kullku Punku, Huarihuaya, Chillijukho Pampa, Zepita Huyo, Chojasquia, Collapampa Vencalla, Conllapampa, Tacaraca, Jutilaya, Haycayapu, Cariquina Grande","12","2280","456",456,0,"90",15665,"7",Altiplano
"9810",2010-00373,30/08/2010,"2010",JJA,Aug-2010,"30702",Cochabamba,Capinota,Santivañez,Kutiripa,"1","395","79",55,0,"60",6527,"2",Valles
"9811",2010-00374,30/08/2010,"2010",JJA,Aug-2010,"30502",Cochabamba,Arani,Vacas,"Pajcha Pata, Waycha Loma, Paredones, Totora Mayu, Kirusilla, Rosas Pampa, Jatum Pmpa, Yegua Cancha, Alto Loman, Pajcha Baja, Challacaya","11","2215","443",900,0,"90",8940,"2",Valles
"9812",2010-00375,30/08/2010,"2010",JJA,Aug-2010,"21203",La Paz,Los Andes,Batallas,Chirapaca,"1","1395","279",279,0,"90",17426,"7",Altiplano
"9813",2010-00376,30/08/2010,"2010",JJA,Aug-2010,"20303",La Paz,Pacajes,Calacoto,"Audiencia, Collana A, B, Tarquiamaya, Limari","5","2660","532",112,0,"60",9879,"7",Altiplano
"9814",2010-00377,30/08/2010,"2010",JJA,Aug-2010,"20103",La Paz,Pedro Domingo Murillo,Mecapaca,"Pucarani, Guaqui, Laja, Collana","4","1190","238",100,0,"60",16086,"2",Valles
"9815",2010-00378,30/08/2010,"2010",JJA,Aug-2010,"20402",La Paz,Eliodoro Camacho,Mocomoco,"Alto  Yocarhuaya, Centro Ypcarhuaya, 1ra Yocarhuaya, Sala Pata, Tuntunani, Villa San Jose, Tarampaya, Punojri, Quilima Challapata, Titicachi, Patacusi, Titijuni","12","2795","559",559,0,"60",15665,"7",Altiplano
"9816",2010-00379,30/08/2010,"2010",JJA,Aug-2010,"20102",La Paz,Pedro Domingo Murillo,Palca,Lacayani,"1","1005","201",80,0,"60",16622,"2",Valles
"9817",2010-00380,30/08/2010,"2010",JJA,Aug-2010,"21201",La Paz,Los Andes,Pucarani,"Huancollo, Huarisuyo","2","920","184",184,0,"90",28465,"7",Altiplano
"9818",2010-00381,01/09/2010,"2010",SON,Sep-2010,"50303",Potosi,Cornelio Saavedra,Tacobamba,"Vilaloma, Peregira Pampa, Juruma, Cerca Cancha, Migma Chalchaque, Ckotani, Huayllas, Hicho Orcko, Totora Baja","9","2585","517",0,0,"60",11835,"2",Valles
"9825",2010-00388,13/09/2010,"2010",SON,Sep-2010,"80301",Beni,Jose ballivian,Reyes,Reyes,"1","1450","290",0,0,"60",13246,"6",Amazonia
"9826",2010-00389,13/09/2010,"2010",SON,Sep-2010,"21502",La Paz,Abel Iturralde,San Buenaventura,San Buenaventura,"1","7500","1500",0,0,"60",8711,"6",Amazonia
"9829",2010-00392,18/09/2010,"2010",SON,Sep-2010,"30602",Cochabamba,Arque,Tacopaya,"Angostura, Sacaca, Jancoyo, Sipini, Caramarca, Jachusuma, Mururata, Lacaje, Llallagua, Chiquiriyu, Angostura, Cebada, Condoriri, Tujuta, Irpuma, Patiruyo, K'ochi Vaqueria, Huanajara, Cañaviri, Siquimirani, Catacora, Cuestacillo, Aquerana, Uñupaya, Mollo,","36","7285","1457",349,0,"90",10253,"7",Altiplano
"9832",2010-00395,25/09/2010,"2010",SON,Sep-2010,"31202",Cochabamba,Carrasco,Pojo,"Chayhuni, Thako Laguna, Trigal","3","440","88",75,0,"90",10156,"2",Valles
"9833",2010-00396,25/09/2010,"2010",SON,Sep-2010,"40104",Oruro,Cercado,Soracachi (Paria),Kewalluni,"1","340","68",34,0,"120",12846,"7",Altiplano
"9837",2010-00400,30/09/2010,"2010",SON,Sep-2010,"20202",La Paz,Omasuyos,Ancoraimes,"Cancahuani, Huanquisco Kanta, Turrini Centro, Corpa Grande, Camata Centro, Chuñuma, Chejepampa Alta, Chejepampa Centro, Rincon Chejepampa, Patapatani","10","1990","398",250,0,"180",13136,"7",Altiplano
"9838",2010-00401,30/09/2010,"2010",SON,Sep-2010,"21802",La Paz,Gualberto Villarroel,Papel Pampa,"Janco Huicha, Ciorca Grande, Alianza, Joko Calle, Thola Pata, Huacuri, Cusipata, Thola Pata, Uma Palca, Villa Palca, Cruzani Alta, Circa Cruzani, Cabezas B, Concepcion Pucarani, Socavon de Cruzani, San Felipe de Challa, Mollebamba","17","2430","486",0,0,"0",7003,"7",Altiplano
"9839",2010-00402,30/09/2010,"2010",SON,Sep-2010,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,"Pampa Uta, Centro Janco Marca, Achavi, Villa Potosi, Acohaconi, Paxicala, Villa Limini, Chojña, Villa Blanca, Romero Pampa, Canapata, Kari, Villa Vista, Huarachi, Phaqawa, Chambi Grande","16","2475","495",0,0,"0",8858,"7",Altiplano
"9842",2010-00405,01/10/2010,"2010",SON,Oct-2010,"20402",La Paz,Eliodoro Camacho,Mocomoco,"Belén Coachia, Agial Ingas, Cumusi, Canahuaya, Santiago Pacoraya, Tocoraya 9 febrero, Ingas, Calacala, Ticatica, llachiguaya, Iñita Centro, Taypi Ukukaya, Isquillani, Huayrapata, Qasanayu, Jisca Ukukaya, Iñita Grande, Huarachani, Ococoya Sud, Ococoya Nort","43","7340","1468",0,0,"210",15665,"7",Altiplano
"9843",2010-00406,01/10/2010,"2010",SON,Oct-2010,"50103",Potosi,Tomas Frias,Yocalla,Yuracj Ckasa,"1","465","93",93,0,"10",8979,"2",Valles
"9862",2010-00426,09/11/2010,"2010",SON,nov-10,"70703",Santa Cruz,Cordillera,Cabezas,"Cañada Rosales, Moroco, Aldea, Iguazurenda, Tierra Santa, Nuevo Amanecer, Los Huerfanos, Cotoca, Tacobo.","9","610","122",488,4880,"60",26434,"5",Chaco
"9873",2010-00437,15/11/2010,"2010",SON,nov-10,"40102",Oruro,Cercado,Caracollo,"Jaco Huyo, Sivirgani, Huntuta, Ocovinto, Condoriri, Villa Pata, Kala Cruz, Villa Vinto, Canahama, Yarvicoya, Ochocucha, Humahuatajta, Jeruyo, Ancasi, Sasanca, Ancotanga, Machacamarquita, Pongo Queñuani, Condor Ikiña, Ventilla Humani, Tiriri, Uncollani, Hu","23","3305","661",331,20,"150",23115,"7",Altiplano
"9874",2010-00438,15/11/2010,"2010",SON,nov-10,"40301",Oruro,Carangas,Corque,"San José de Kala, Cupiasa Condoriri, Cupiasa Humamarca, Camata Caracota, Collana Huayllapacha, Sullka Tunka Payoco, Quita Quita Villa Nueva, Caracollo San Bartolomé, Caracollo San Cristóbal, Caracollo Centro Viluma, Cataza, Chico Collana, Corque","13","2000","400",0,300,"150",9221,"7",Altiplano
"9875",2010-00439,15/11/2010,"2010",SON,nov-10,"40503",Oruro,Litoral,Cruz de Machacamarca,"Bolivar, Avaroa, Villa Tunari, Cruz de Huayllas, Cruz de Machacamarca, Pachica Pacollo, Andapata, Huayllas, Irupata, Florida","10","1875","375",188,25,"150",1967,"7",Altiplano
"9876",2010-00440,15/11/2010,"2010",SON,nov-10,"40401",Oruro,Sajama,Curahuara de Carangas,"Sullca Uta Mansaya, Taipi Uta Choquemarca, Jila Uta Manasaya, Jila Uta Choquemarca, Jila Uta Taypi, Uta Collana, Suni Uta Choquemarca","7","2990","598",299,15,"150",4184,"7",Altiplano
"9877",2010-00441,15/11/2010,"2010",SON,nov-10,"40502",Oruro,Litoral,Escara,"Escara, Payrumani","2","1790","358",184,20,"150",4223,"7",Altiplano
"9878",2010-00442,15/11/2010,"2010",SON,nov-10,"40901",Oruro,Atahuallpa Sabaya,Sabaya,"Sabaya, Villa Vitalina, Parajaya, Cruz de Huayllas, Chullumani, Sillahuya, Sillja, Concepción Camujo, Tunapa, Alacoro, Pagador, Pisagua Sucre, Cahuana, España Vinto, Huancalle, Bella Vista, Sacabaya, Quea Queani, Casinquira, Villa Rosario","20","2215","443",222,25,"150",8018,"7",Altiplano
"9879",2010-00443,15/11/2010,"2010",SON,nov-10,"40801",Oruro,Ladislao Cabrera,Salinas de Garci Mendoza,"Challacota, Concepcion de Belén, Exaltación de Humatia.","3","1760","352",177,200,"150",11878,"7",Altiplano
"9880",2010-00444,15/11/2010,"2010",SON,nov-10,"40402",Oruro,Sajama,Turco,"Sullca Salli, Marcarani, Challuma, Sullca, Pumiri, Jacha Salli, Jila Purimi Titiri, Collana, Macaya, Jilanaca, Huajriri Patacollana, Patacollana, Pampa Mogachi, Cosapa, Laca Laca","15","2650","530",265,30,"150",5207,"7",Altiplano
"9887",2010-00451,24/11/2010,"2010",SON,nov-10,"50602",Potosi,Nor Chichas,Vitichi,Ñockejsa,"1","285","57",57,0,"150",10646,"2",Valles
"9892",2010-00456,01/12/2010,"2010",DJF,Dec-2010,"31301",Cochabamba,Mizque,Mizque,"Raqaypampa, Pukara, Mizque Pampa, Rumi Muqu, Concha Loma, Tetilla, Ichuqata, Rumi Corral, Bitija, Sillar, Laguna Grande, Laguna Chica, Sach'ayuq, Kalamarka Grande, Yuraq Yaku, Rosas Mayu, Yurabamba, Punku Pata, Jatun Urqu, Chaqumayu, Wanu Q'asa, Molinero,","34","10380","2076",1545,0,"10",26900,"2",Valles
"9901",2010-00465,16/12/2010,"2010",DJF,Dec-2010,"20303",La Paz,Pacajes,Calacoto,Varias comunidades,"-1","0","0",0,0,"60",9879,"7",Altiplano
"9902",2010-00466,16/12/2010,"2010",DJF,Dec-2010,"21802",La Paz,Gualberto Villarroel,Papel Pampa,Varias comunidades,"-1","0","0",0,0,"60",7003,"7",Altiplano
"9903",2010-00467,16/12/2010,"2010",DJF,Dec-2010,"21201",La Paz,Los Andes,Pucarani,Varias comunidades,"-1","0","0",0,0,"60",28465,"7",Altiplano
"9905",2010-00469,16/12/2010,"2010",DJF,Dec-2010,"21301",La Paz,Aroma,Sica Sica,Varias comunidades,"-1","0","0",0,0,"60",31312,"7",Altiplano
"9914",2011-00191,23/05/2007,"2011",MAM,May-2007,"20201",La Paz,Omasuyos,Achacachi,Chilaya Chico,"1","890","178",0,0,NaN,46058,"7",Altiplano
"9924",2011-00008,05/01/2011,"2011",DJF,Jan-2011,"30701",Cochabamba,Capinota,Capinota,"Villcabamba, Apillapampa","2","0","0",0,0,"40",19477,"2",Valles
"9946",2011-00030,24/01/2011,"2011",DJF,Jan-2011,"20501",La Paz,Muñecas,Chuma,Luquisani,"1","1285","257",350,40,"1",11473,"1",Yungas_Chapare
"9948",2011-00032,26/01/2011,"2011",DJF,Jan-2011,"50401",Potosi,Chayanta,Colquechaca,"Villa Pampa, Collpacochi, Wilquercochi, Toloma, Muñachuto, Rosario, Chuto, Viluyo, Walluma, Collpa Alta, Jachojo, Rio Colorado, Collpa Baja, Loceria, Puca Mayu, Macha Tirina","16","1535","307",307,0,"30",35199,"2",Valles
"10064",2011-00150,26/04/2011,"2011",MAM,apr-11,"70105",Santa Cruz,Andres Ibañez,El Torno,"Sindicato Agrario Nuevo Surutu, Sindicato Agrario Pacay, Sindicato Agrario Forestal, Sindicato Agrario Belen, Sindicato Agrario Cafetal Monte Verde","5","635","127",0,0,"60",49652,"4",Chiquitania
"10070",2011-00156,10/05/2011,"2011",MAM,May-2011,"70801",Santa Cruz,Vallegrande,Vallegrande,Guadalupe,"1","950","190",0,0,"60",17208,"2",Valles
"10074",2011-00160,30/05/2011,"2011",MAM,May-2011,"70704",Santa Cruz,Cordillera,Cuevo,Varias comunidades,"-1","0","0",0,0,"60",5052,"5",Chaco
"10075",2011-00161,30/05/2011,"2011",MAM,May-2011,"60601",Tarija,Burnet O´Connor,Entre Rios (La Moreta),Varias comunidades,"-1","0","0",0,0,"60",21991,"5",Chaco
"10076",2011-00162,30/05/2011,"2011",MAM,May-2011,"60303",Tarija,Gran Chaco,Villamontes,"Comunidades indígenas Weenhayék-Guarani, Tapité","2","28230","5646",8,0,"240",39867,"5",Chaco
"10077",2011-00163,30/05/2011,"2011",MAM,May-2011,"60301",Tarija,Gran Chaco,Yacuiba,"Comunidades indígenas Weenhayék-Guarani, Tapité","2","1470","294",2,0,"240",92245,"5",Chaco
"10080",2011-00166,01/07/2011,"2011",JJA,Jul-2011,"20302",La Paz,Pacajes,Caquiaviri,"Callirpa, Wanco, Milluni, Llaullinca","4","1400","280",0,0,"140",14687,"7",Altiplano
"10085",2011-00171,04/07/2011,"2011",JJA,Jul-2011,"40102",Oruro,Cercado,Caracollo,Varias comunidades,"-1","315","63",0,0,"100",23115,"7",Altiplano
"10094",2011-00180,01/08/2011,"2011",JJA,Aug-2011,"70707",Santa Cruz,Cordillera,Boyuibe,"Pueblo Nuevo, Camatindi, Pozo del Monte, Yuqueriti, Tacuarandi, Taquiperenda, Huacareta, Choroquetal, Kuruyuki","9","1335","267",2563,0,"90",5087,"5",Chaco
"10107",2011-00228,15/08/2011,"2011",JJA,Aug-2011,"20201",La Paz,Omasuyos,Achacachi,Chillaya Chico,"1","1300","260",0,0,"1",46058,"7",Altiplano
"10114",2011-00200,31/08/2011,"2011",JJA,Aug-2011,"20204",La Paz,Omasuyos,Santiago de Huata,Wichi Wichi,"1","735","147",90,1,"30",7948,"7",Altiplano
"10121",2011-00207,01/09/2011,"2011",SON,Sep-2011,"20202",La Paz,Omasuyos,Ancoraimes,"Corpa Pampa, Cohani, Lojrocachi Sud, Sotalaya Norte, Sotalaya Este, Centro, Chinchaya, Tintaya Macamaca, Camata Centro, Limancachi, Corpa Grande, Villa Cajiata, Camata Norte, Cajiata Grande, Quisuni","15","3925","785",510,0,"90",13136,"7",Altiplano
"10122",2011-00208,01/09/2011,"2011",SON,Sep-2011,"20302",La Paz,Pacajes,Caquiaviri,"Ninoca, Rosa Pata, Quesuani, Añotaya, Marquiri, Achiri, Ñuñujani, Payrumani Tarquiamaya, Villa Payrumani, Querarana, Yanquiri, Arichua Copila, llallagua, Tacagua Ninoca, Casquiri, Wencallas, Titiri, Pacollo, Laura, Wanacamaya, Withusuyu, Cachuma, MikaniQu","35","3305","661",300,50,"60",14687,"7",Altiplano
"10129",2011-00215,04/09/2011,"2011",SON,Sep-2011,"80201",Beni,Vaca Díez,Riberalta,Berlin,"1","0","0",0,0,"30",89022,"6",Amazonia
"10130",2011-00216,04/09/2011,"2011",SON,Sep-2011,"70704",Santa Cruz,Cordillera,Cuevo,Varias comunidades,"-1","0","0",0,0,"30",5052,"5",Chaco
"10135",2011-00221,10/09/2011,"2011",SON,Sep-2011,"40602",Oruro,Poopo,Pazña,"San Pedro de Condo, Calacota, Sipaca","3","2635","527",527,0,"120",5955,"7",Altiplano
"10139",2011-00225,14/09/2011,"2011",SON,Sep-2011,"60202",Tarija,Aniceto Arce,Bermejo,"Cercado, Los Pozos, Naranjo Dulce, Flor de Oro, Candado Grande, Candado Chico, El Mueve, El Cinco, El Nueve, La Florida, Villa Nueva, Santa Rosa","12","0","0",0,0,"60",34505,"2",Valles
"10140",NaN,15/09/2011,"2011",SON,Sep-2011,"40602",Oruro,Poopo,Pazña,38 comunidades.,"1","2635","527",527,0,"120",5955,"7",Altiplano
"10141",2011-00226,27/09/2011,"2011",SON,Sep-2011,"90202",Pando,Manuripi,San Pedro,"Santa Rosa, Mangalito","2","0","0",0,0,"15",2991,"6",Amazonia
"10161",2011-00247,20/10/2011,"2011",SON,Oct-2011,"20203",La Paz,Omasuyos,Huarina,Berenguela,"1","465","93",130,0,"200",5003,"7",Altiplano
"10162",2011-00248,26/10/2011,"2011",SON,Oct-2011,"40601",Oruro,Poopo,Poopo,Ayllu San Agustin de Puñaca,"1","0","0",0,0,"60",7587,"7",Altiplano
"10163",2011-00249,26/10/2011,"2011",SON,Oct-2011,"41401",Oruro,Sebastian Pagador,Santiago de Huari,"San Pedro de Condo, Calacota, Sipaca","3","0","0",0,0,"60",13897,"7",Altiplano
"10175",2011-00298,27/11/2011,"2011",SON,nov-11,"30202",Cochabamba,Narciso Campero,Pasorapa,"Toyota Baja, Collpanas, Conchulaguna, OTB Centro, Rudapampa, Redondo, Pucaracito, Zapallar, La Yunga, Seibas, La Piedra, Buene Vista, OTB Norte, Tacabal, OTB Sud, La Aguada, Quinori, Collpas, Pasorapilla","19","2510","502",400,0,"90",6853,"2",Valles
"10215",2012-00149,21/03/2007,"2012",MAM,mar-07,"20201",La Paz,Omasuyos,Achacachi,Cota Cota Alta,"1","970","194",0,0,NaN,46058,"7",Altiplano
"10239",2012-00021,15/01/2012,"2012",DJF,Jan-2012,"70105",Santa Cruz,Andres Ibañez,El Torno,"La Melea, Nueva Esperanza, Belén, Cañada Strongest, Villa Esperanza, Villa Barrientos Litoral, Pacay, Naranjillo, Los Limos, Villa Barrientos Alto, El Porvenir, Villa Esperanza 2, San Carlos, Betanzos, Santo Corazón, Limoncito, Cañada II, Villa Tunavi, Qu","38","7860","1572",685,12855,"200",49652,"4",Chiquitania
"10240",2012-00022,15/01/2012,"2012",DJF,Jan-2012,"70801",Santa Cruz,Vallegrande,Vallegrande,Guadalupe,"1","3035","607",1300,3000,"240",17208,"2",Valles
"10309",2012-00088,15/02/2012,"2012",DJF,feb-12,"11002",Chuquisaca,Luis Calvo,Huacaya,"Yaparenda, Chimbe, Mandiyuti, Camatindi, Camatindimi, Irenda, Caruruti, Tabayerupa, Imbochi, Cururuy, Itironque, Villa Mercedez, Santa Rosa, Bororigua, Huacaya, Ancahuazu, Itangua, Huacayareape, La Laguna, Boycobo, Inai, Guiraitati","22","3555","711",600,0,"60",2541,"5",Chaco
"10363",2012-00132,01/03/2012,"2012",MAM,mar-12,"70802",Santa Cruz,Vallegrande,Trigal,"Hueco Padilla, Pulpito, Zapallar, El Tablar, Sabuca, La Angustura, Banda de la Angostura, Trigopampa, La Aguada","9","1400","280",180,2000,"250",2135,"2",Valles
"10406",2012-00171,23/03/2012,"2012",MAM,mar-12,"70801",Santa Cruz,Vallegrande,Vallegrande,Guadalupe,"1","1505","301",0,0,"2",17208,"2",Valles
"10413",2012-00174,30/03/2012,"2012",MAM,mar-12,"70904",Santa Cruz,Florida,Quirusillas,"Rancho Monte grande, La Rasete, U.E. Juana Azueduy de Padilla, Rancho la Cuesta","4","500","100",0,0,NaN,2995,"2",Valles
"10415",2012-00176,01/04/2012,"2012",MAM,apr-12,"70705",Santa Cruz,Cordillera,Gutiérrez,"Eyti, Kapirenda, Pampa Yuro, Paja Colorada, Pozo Riva, Sinai, San Miguel de Pocito, El Curce, Ipatimiri, Itapicoe-Eden, Ivamirapinta, Guaichindi, Rancho Nuevo,  Kasapa, Guasuani, Kaipependi, Kapiacuandi, Karaviacho, Itayu, Ibabiyuti, Ipita, Yumao","21","8930","1786",12502,430,"150",12273,"5",Chaco
"10424",2012-00184,01/05/2012,"2012",MAM,May-2012,"20303",La Paz,Pacajes,Calacoto,"Contorno Calacoto, Collana A, Collana B, Sora, Ninoca, Copacati, Audiencia, Pahasa, Taracollo Condoroca, Junuta Condoroca, Collana Baja.","11","7560","1512",302,0,"60",9879,"7",Altiplano
"10426",2012-00186,01/05/2012,"2012",MAM,May-2012,"60301",Tarija,Gran Chaco,Yacuiba,18 comunidades,"18","3825","765",0,0,"30",92245,"5",Chaco
"10469",2012-00227,01/08/2012,"2012",JJA,Aug-2012,"70802",Santa Cruz,Vallegrande,Trigal,El Trigal,"1","2500","500",3000,0,"20",2135,"2",Valles
"10470",2012-00228,01/08/2012,"2012",JJA,Aug-2012,"11002",Chuquisaca,Luis Calvo,Huacaya,"Yaperenda, Chimbe, Mandiyuti, Camatindi, Camatindimi, Irenda, Caruruti, Tabayerupa, Imbochi, Cururuy, Itironque, Villa Mercedes, Santa Rosa, Bororigua, Huacaya, Ancahuasu, Itangua, Huacayareape, Boycobo, La Laguna, Inaiay, Guiraitati","22","10750","2150",7700,30,"36",2541,"5",Chaco
"10471",2012-00229,01/08/2012,"2012",JJA,Aug-2012,"70704",Santa Cruz,Cordillera,Cuevo,"Cuevo, Arenal, Timboerenda, Kapirenda, La Colorada, Tartagalillo, Parapeti, Ivicuati, Salinas, Progreso, Itacua, Mandiyute, Villa Mercedez, Karaparí Alto, Karaparí Bajo, Karaguarenda, Huaraca, Itacuada, Itaquise","19","4755","951",0,0,"60",5052,"5",Chaco
"10472",2012-00230,01/08/2012,"2012",JJA,Aug-2012,"70707",Santa Cruz,Cordillera,Boyuibe,"Kuruyuqui, Pueblo Nuevo, Camatindy, Pozo del Monte, Yuqueriti, Taquiperenda, Huacareta, Choroquetal, Santa Anita, Chañaral, Buen Retiro, Yahuarenda, Tacuarandy, ASOPROB","14","2000","400",2500,0,"60",5087,"5",Chaco
"10473",2012-00231,01/08/2012,"2012",JJA,Aug-2012,"60303",Tarija,Gran Chaco,Villamontes,"Villamontes, El Cincuenta, Palo Marcado, Pilcomayu, Samaticuate, 14 de Junio, 25 de Julio, Guadalupe, El Alambrado, Capirenda, Julio Toledo, 2 de Diciembre, Tiguipa, Los Galpones, Quintin Ortiz, Cañada Bolivar, El Toro, La Victoria, Cururenda, Carosi, Ren","28","6085","1217",2434,0,"60",39867,"5",Chaco
"10474",2012-00232,01/08/2012,"2012",JJA,Aug-2012,"60301",Tarija,Gran Chaco,Yacuiba,"Bagual, Llanura Seca, Caiza, La Victoria, San Francisco, Tararenda, Itavicua, El Pelícano, Salitral Campo Verde, Campo Nuñez, Pilcomayo, Monte Verde, El Retiro, Paralelo 22, Tachapera, Sanadita Viejo, Sanandita, Tierra Nueva, El Kenchou, Timboy Tiguasu, Y","39","10935","2187",4374,0,"60",92245,"5",Chaco
"10475",2012-00233,01/08/2012,"2012",JJA,Aug-2012,"70703",Santa Cruz,Cordillera,Cabezas,24 comunidades,"24","1510","302",0,0,"85",26434,"5",Chaco
"10476",2012-00234,01/08/2012,"2012",JJA,Aug-2012,"60601",Tarija,Burnet O´Connor,Entre Rios (La Moreta),18 comunidades,"18","4600","920",0,0,"85",21991,"5",Chaco
"10477",2012-00235,01/08/2012,"2012",JJA,Aug-2012,"70701",Santa Cruz,Cordillera,Lagunillas,15 comunidades,"15","1605","321",0,0,"85",5366,"5",Chaco
"10478",2012-00236,01/08/2012,"2012",JJA,Aug-2012,"10502",Chuquisaca,Hernando Siles,Huacareta,12 comunidades,"12","1950","390",0,0,"90",8349,"5",Chaco
"10479",2012-00237,01/08/2012,"2012",JJA,Aug-2012,"70705",Santa Cruz,Cordillera,Gutiérrez,Distrito 2,"1","2170","434",0,0,"90",12273,"5",Chaco
"10480",2012-00238,01/08/2012,"2012",JJA,Aug-2012,"70702",Santa Cruz,Cordillera,Charagua,24 comunidades.,"24","8355","1671",0,0,"65",32186,"5",Chaco
"10481",2012-00239,01/08/2012,"2012",JJA,Aug-2012,"11003",Chuquisaca,Luis Calvo,Machareti,10 comunidades,"10","1695","339",0,0,"90",7418,"5",Chaco
"10482",2012-00240,01/08/2012,"2012",JJA,Aug-2012,"30302",Cochabamba,Ayopaya,Morochata,"Tuyurini Grande, Chullpa, Machacamarca, Uyuni","5","985","197",0,0,NaN,12797,"2",Valles
