Data;Thermometer
01/03/20 02:33;11.5
01/03/20 02:34;11.6
01/03/20 02:35;11.5
01/03/20 02:36;11.5
01/03/20 02:37;11.4
01/03/20 02:38;11.4
01/03/20 02:39;11.4
01/03/20 02:40;11.3
01/03/20 02:41;11.3
01/03/20 02:42;11.3
01/03/20 02:43;11.3
01/03/20 02:44;11.2
01/03/20 02:45;11.2
01/03/20 02:46;11.3
01/03/20 02:47;11.2
01/03/20 02:48;11.2
01/03/20 02:49;11.2
01/03/20 02:50;11.2
01/03/20 02:51;11.1
01/03/20 02:52;11
01/03/20 02:53;11
01/03/20 02:54;11
01/03/20 02:55;11
01/03/20 02:56;10.9
01/03/20 02:57;10.9
01/03/20 02:58;10.9
01/03/20 02:59;10.9
01/03/20 03:00;11
01/03/20 03:01;10.9
01/03/20 03:02;10.9
01/03/20 03:03;10.9
01/03/20 03:04;10.9
01/03/20 03:05;10.9
01/03/20 03:06;10.9
01/03/20 03:07;10.9
01/03/20 03:08;10.9
01/03/20 03:09;10.8
01/03/20 03:10;10.9
01/03/20 03:11;10.9
01/03/20 03:12;10.8
01/03/20 03:13;10.8
01/03/20 03:14;10.8
01/03/20 03:15;10.7
01/03/20 03:16;10.8
01/03/20 03:17;10.8
01/03/20 03:18;10.8
01/03/20 03:19;10.7
01/03/20 03:20;10.7
01/03/20 03:21;10.8
01/03/20 03:22;10.8
01/03/20 03:23;10.7
01/03/20 03:24;10.7
01/03/20 03:25;10.7
01/03/20 03:26;10.6
01/03/20 03:27;10.6
01/03/20 03:28;10.7
01/03/20 03:29;10.6
01/03/20 03:30;10.7
01/03/20 03:31;10.7
